BUSINESS NAME,ADDRESS,CITY,ZIP CODE,NAICS CODE,PHONE NUMBER,WEBSITE,ABC LICENSE,ADDRESS AUTHORITY,ADDRESS ID,GEOMETRY
"ESS - EMPLOYER SUPPORT SERVICES, INC.",8550 ANSELMO LN,BATON ROUGE,70810,561499,,,NO,PARISH,136980,POINT (-91.097668181718 30.390768000011)
CROSSEYED CRICKET SMOCKING DES,17932 MONITOR AVE,BATON ROUGE,70817,454000,,,NO,PARISH,44624,POINT (-90.985979861041 30.407941110038)
CREATING SPACE COUNSELING AND WELLNESS CENTER LLC,4505 SHERWOOD ST,BATON ROUGE,70805,624000,,,NO,BATON ROUGE,84141,POINT (-91.144623488264 30.490467678878)
BERTRAND DESIGNS LLC,2638 DALRYMPLE DR,BATON ROUGE,70808,339000,,,NO,BATON ROUGE,62446,POINT (-91.16896423268 30.423965250563)
PAYCHEX NORTH AMERICA INC,4334 S SHERWOOD FOREST BLVD,BATON ROUGE,70816,561000,,,NO,BATON ROUGE,135760,POINT (-91.051930897079 30.413487388348)
EMERY'S CUSTOM DESIGNS,18533 N LAKE SHADOW DR,BATON ROUGE,70817,815000,,,NO,PARISH,47159,POINT (-90.984246734066 30.401472873354)
GAME DAY FOOD LLC,14580 FLORIDA BLVD,BATON ROUGE,70819,722000,,,NO,PARISH,28920,POINT (-91.023605053553 30.463203508792)
NOLANS AUTOMOTIVE,568 TUSCALOOSA AVE,BATON ROUGE,70806,811121,,,NO,BATON ROUGE,96335,POINT (-91.147327708572 30.453040559045)
FARLOUGH AND SON ENTERPRISES,1921 FAIRCHILD ST,BATON ROUGE,70807,811000,,,NO,BATON ROUGE,48943,POINT (-91.172628154221 30.522596756502)
QUANTUM TREE INC,18151 W TRENT JONES AVE,BATON ROUGE,70810,518000,,,NO,PARISH,45445,POINT (-91.015084138787 30.342632860341)
DOUBLE JAYS LAWN SERVICE,5658 ROBERTSON AVE,BATON ROUGE,70805,651000,,,NO,BATON ROUGE,96146,POINT (-91.142314369136 30.5014716591)
LE DOODLE LLC,16210 PHILIP HICKEY DR,BATON ROUGE,70810,454000,,,NO,PARISH,36235,POINT (-91.053651949999 30.342591123046)
BOND MICHAEL DDS,2051 STE 208 SILVERSIDE DR,BATON ROUGE,70808,621210,,,NO,BATON ROUGE,136017,POINT (-91.112931619002 30.395439570511)
WEDGE KYES IMPORT SPECIALITIES,10485 AIRLINE HWY,BATON ROUGE,70816,811000,,,NO,PARISH,135779,POINT (-91.06665543279 30.413510101472)
LOUISIANA CONSTRUCTION SERVICE,5959 JEFFERSON HWY,BATON ROUGE,70806,236000,,,NO,BATON ROUGE,99067,POINT (-91.128132661688 30.440471393683)
MCGEHEE PROPERTIES,7901 STE B WRENWOOD BLVD,BATON ROUGE,70809,531210,,,NO,BATON ROUGE,134975,POINT (-91.101630841134 30.422464530554)
CHARITY CHRISTIAN PRE-SCHOOL,2352 HIGHLAND RD,BATON ROUGE,70802,624410,,,NO,BATON ROUGE,58655,POINT (-91.180014284845 30.42520189971)
RESOURCES FOR PROFESSIONAL,135 STE A-B CROYDON AVE,BATON ROUGE,70806,541000,,,NO,BATON ROUGE,23524,POINT (-91.116457908261 30.450533685432)
FEEL THE VIBES,8162 BAYOU FOUNTAIN AVE,BATON ROUGE,70820,722000,,,,PARISH,115937,POINT (-91.125937304533 30.362550180845)
2G MARKETING COMMUNICATIONS IN,5713 STE B3 SUPERIOR DR,BATON ROUGE,70816,541000,,,NO,BATON ROUGE,135636,POINT (-91.048814596724 30.403449227835)
SMOKEYS #28,10465 AIRLINE HWY,BATON ROUGE,70816,453000,,,YES,PARISH,168187,POINT (-91.066846634413 30.413892849331)
TAPIOCA WORLD,9352 S CHOCTAW DR,BATON ROUGE,70815,424000,,,NO,BATON ROUGE,124709,POINT (-91.082868006322 30.471522394799)
FLORIDA HOP IN - CIRCLE K,6103 STE C FLORIDA BLVD,BATON ROUGE,70806,447000,,,YES,BATON ROUGE,224765,POINT (-91.126847410146 30.451902473966)
LINDA ALLRED & ASSOCIATES LLC,10120 RED OAK DR,BATON ROUGE,70815,541000,,,NO,BATON ROUGE,1023,POINT (-91.071582071403 30.462206827918)
BAKER CLEANERS,14503 PLANK RD,BAKER,70714,561000,,,NO,BAKER,191448,POINT (-91.127517239719 30.579280648621)
LENDING HANDS CARE SERVICE LLC,4926 VONDEL LN,BATON ROUGE,70814,621000,,,NO,PARISH,140760,POINT (-91.048112225903 30.497766737662)
LOTEL INDUSTRIES INC,9362 S CHOCTAW DR,BATON ROUGE,70815,,,,NO,BATON ROUGE,124834,POINT (-91.082486369851 30.471304308797)
RESTHAVEN GARDENS OF MEMORY AND FUNERAL HOME,11817 JEFFERSON HWY,BATON ROUGE,70816,812220,,,NO,BATON ROUGE,13293,POINT (-91.047334307019 30.395732102909)
CASS TRANSPORTATION LLC,1820 STE A ELVIN DR,BATON ROUGE,70810,485000,,,,PARISH,156333,POINT (-91.124905027726 30.347885123572)
BATON ROUGE HORTICULTURAL SVC,2222 BARDWELL DR,BATON ROUGE,70808,541000,,,NO,BATON ROUGE,55807,POINT (-91.138689704336 30.428183923087)
PROFESSIONAL ACCOUNTING SYSTEM,11834 STE C MARKET PLACE AVE,BATON ROUGE,70816,339000,,,NO,BATON ROUGE,217811,POINT (-91.049483521907 30.405558375041)
MCDONALD TIRE 2 LLC,10020 FLORIDA BLVD,BATON ROUGE,70815,811000,,,NO,BATON ROUGE,137191,POINT (-91.071749504809 30.456246182578)
A&A AFFORDABLE HOME IMPROVEMENT LLC,444 W GARFIELD ST,BATON ROUGE,70802,238000,,,NO,BATON ROUGE,81082,POINT (-91.181865349128 30.422535189722)
STATE FARM INSURANCE,9844 STE 102 JEFFERSON HWY,BATON ROUGE,70809,524210,,,NO,PARISH,230986,POINT (-91.074741332723 30.409795370732)
MORRIS R QUIETT VAULT'S & STUCCO,8715 THELMA ST,BATON ROUGE,70807,238000,,,NO,BATON ROUGE,119681,POINT (-91.175457962864 30.526358049411)
PROMETRIC INC,4354 S SHERWOOD FOREST BLVD,BATON ROUGE,70816,611000,,,NO,BATON ROUGE,82835,POINT (-91.052935311241 30.414009314578)
TAMMY G CRIFASI NOTARY PUBLIC LLC,5383 JONES CREEK RD,BATON ROUGE,70817,541000,,,NO,PARISH,92912,POINT (-91.015097614789 30.405279569367)
CASH COW,1539 N FOSTER DR,BATON ROUGE,70802,521000,,,NO,BATON ROUGE,32508,POINT (-91.139793648311 30.46277949702)
THOMPSON PUMP & EQUIPMENT CO.,2626 MISSION DR,BATON ROUGE,70805,423990,,,NO,BATON ROUGE,62235,POINT (-91.144264572268 30.471953003709)
R NEAL WILKINSON,1130 FLORIDA ST,BATON ROUGE,70802,541000,,,NO,BATON ROUGE,10290,POINT (-91.178084586788 30.449447122867)
DOCKS INCOME TAX,5266 FREY ST,BATON ROUGE,70805,815000,,,NO,BATON ROUGE,91845,POINT (-91.137721597412 30.475650389616)
AMERICAN KARATE ACADEMY,5765 JONES CREEK RD,BATON ROUGE,70817,611000,,,NO,PARISH,135501,POINT (-91.016658549605 30.401625509306)
F2F LLC,3238 N FARRINGTON DR,BATON ROUGE,70814,423000,,,NO,BATON ROUGE,70547,POINT (-91.085043058928 30.480419873869)
JOANN JONES,1601 AUDUBON AVE,BATON ROUGE,70806,454000,,,NO,BATON ROUGE,35281,POINT (-91.119618009619 30.43484630091)
STAR NAILS,1148 STE 103 O'NEAL LN,BATON ROUGE,70816,812000,,,NO,PARISH,217171,POINT (-91.008967342577 30.452459845606)
IMPERIAL CARWASH,8510 SCOTLAND AVE,BATON ROUGE,70807,811192,,,NO,BATON ROUGE,118351,POINT (-91.180175688029 30.524632084919)
ALLIED GATEWAY OF LOUISIANA LLC,933 BIRMINGHAM DR,BATON ROUGE,70819,623000,,,NO,PARISH,124372,POINT (-91.024790862113 30.452655547724)
MIKES REFRIGERATION SERVICE,10614 S CHOCTAW DR,BATON ROUGE,70815,238000,,,NO,BATON ROUGE,5310,POINT (-91.066299203089 30.471967395478)
ROULS DELI,5230 PLANK RD,BATON ROUGE,70805,722000,,,NO,BATON ROUGE,91247,POINT (-91.153836182652 30.49689036974)
GREENS PLUMBING OF LOUISIANA LLC,19163 HICKORY BAY AVE,BATON ROUGE,70817,,,,NO,PARISH,48834,POINT (-90.977138038755 30.409150075939)
TOOL SHED,1856 WOODDALE CT,BATON ROUGE,70806,423000,,,NO,BATON ROUGE,47307,POINT (-91.11189312185 30.466202033051)
SYSCO FOOD SERVICES OF NEW ORLEANS LLC,9340 PECUE LN,BATON ROUGE,70809,423000,,,NO,PARISH,138327,POINT (-91.049694191615 30.364241455611)
NATIONAL WORKFORCE ASSISTANCE CORP,2352 STE B EASTGATE DR,BATON ROUGE,70816,561310,,,NO,BATON ROUGE,135144,POINT (-91.049458039026 30.430381186071)
EN VANITY LLC,11528 OLD HAMMOND HWY,BATON ROUGE,70816,454000,,,NO,BATON ROUGE,11635,POINT (-91.055093547835 30.435970497685)
M & L SUPPLY COMPANY,2855 MISSION DR,BATON ROUGE,70805,325520,,,NO,BATON ROUGE,139024,POINT (-91.144980412693 30.473770465786)
LIGHTNING TREE SERVICE,11307 STANLEY AUBIN LN,BATON ROUGE,70816,111000,,,NO,PARISH,10378,POINT (-91.058447952008 30.420086739654)
WJM TRUCKING LLC,15923 PARKSIDE CT,BATON ROUGE,70817,484000,,,NO,PARISH,141070,POINT (-91.006409470737 30.395511509027)
"HOLLOWAY, ALDEN S",1801 WOODDALE CT,BATON ROUGE,70806,541310,,,NO,BATON ROUGE,44795,POINT (-91.111795074829 30.465330692467)
CALVARY CHRISTIAN SCHOOL,9611 SIEGEN LN,BATON ROUGE,70810,611000,,,NO,PARISH,127106,POINT (-91.077064003079 30.36153024785)
LABELL CHOEAUX,3550 MONTERREY DR,BATON ROUGE,70814,812112,,,NO,BATON ROUGE,138702,POINT (-91.083142145905 30.483496184346)
OLD NEW ORLEANS BAR AND GRILL,648 LOBDELL AVE,BATON ROUGE,70806,722110,,,YES,BATON ROUGE,133960,POINT (-91.111107000848 30.443915939573)
CASH COW,4556 GOVERNMENT ST,BATON ROUGE,70806,521000,,,NO,BATON ROUGE,84739,POINT (-91.142811874413 30.444205781719)
RHETT R RYLAND,405 SAINT FERDINAND ST,BATON ROUGE,70802,541000,,,NO,BATON ROUGE,79679,POINT (-91.186377763086 30.443577007938)
BYRDS EYE INVESTIGATIONS,618 S 15TH ST,BATON ROUGE,70802,815000,,,NO,BATON ROUGE,101229,POINT (-91.173116589173 30.442441072824)
BREC,6201 FLORIDA BLVD,BATON ROUGE,70806,712190,,http://brec.org,NO,BATON ROUGE,137715,POINT (-91.125296069466 30.452738826229)
AUTOMOBILE CLUB OF MISSOURI,11447 CLOVERLAND AVE,BATON ROUGE,70809,811000,,,NO,PARISH,11187,POINT (-91.053077576893 30.391980706077)
S & S HOME REPAIR,594 W MC KINLEY ST,BATON ROUGE,70802,238000,,,NO,BATON ROUGE,98817,POINT (-91.183386201599 30.423851156926)
SUNGLASS HUT #6128,10111 STE 110 PERKINS ROWE,BATON ROUGE,70810,448000,,,NO,PARISH,219959,POINT (-91.094539499733 30.379332075754)
WEIGHT TECH LLC,2645 ROME DR,BATON ROUGE,70814,339000,,,NO,BATON ROUGE,62571,POINT (-91.101519145668 30.472690099923)
GREATER BATON ROUGE AIRPORT DISTRICT POLICE,9412 JACKIE COCHRAN DR,BATON ROUGE,70807,922160,,,NO,BATON ROUGE,155681,POINT (-91.156597911221 30.531502536768)
BROWNFIELD COMMUNITY HOME,5629 BROWNFIELDS DR,BATON ROUGE,70811,621000,,,NO,PARISH,149810,POINT (-91.135898839392 30.555478329631)
BIG KAT MUSIC,8540 FLORIDA BLVD,BATON ROUGE,70806,451140,,,NO,BATON ROUGE,136954,POINT (-91.097650488545 30.451854516329)
EWING IRRIGATION PRODUCTS INC,11059 CLOVERLAND AVE,BATON ROUGE,70809,423000,,,NO,PARISH,8745,POINT (-91.056181234409 30.394611171226)
LEXIE GRACE DESIGNS,2653 APRIL ST,ZACHARY,70791,448000,,,NO,ZACHARY,193677,POINT (-91.175375663959 30.655282351845)
TECH 2000 SERVICES AND STAFFIN,11715 STE B2 BRICKSOME AVE,BATON ROUGE,70816,236000,,,NO,BATON ROUGE,219315,POINT (-91.051924216131 30.426817201149)
R JAMES TATUM INC,6920 N MERCHANT CT,BATON ROUGE,70809,541000,,,NO,PARISH,107247,POINT (-91.049002507343 30.378441716492)
BRADLEY BLEWSTER & ASSOCIATES,8026 PICARDY AVE,BATON ROUGE,70809,541310,,,NO,PARISH,114925,POINT (-91.10522020409 30.396535046549)
INSPIRATIONAL TRUTH POEMS,3452 KING BRADFORD DR,BATON ROUGE,70816,454000,,,NO,PARISH,73248,POINT (-91.008593050514 30.421145151183)
LAID HAIR COLLECTION,9349 MARTINIQUE DR,BATON ROUGE,70810,815000,,,NO,PARISH,124651,POINT (-91.126571506512 30.345386458363)
RS OUTDOORS,2202 HUNTERS TRAIL DR,BATON ROUGE,70816,815000,,,NO,PARISH,55278,POINT (-91.018221833267 30.441613074329)
SMART CLEANERS,11693 STE B NICHOLSON DR,BATON ROUGE,70820,812000,,,NO,PARISH,216953,POINT (-91.140129091257 30.346751943521)
COMFORT CARE PROVIDERS,6050 LOTUS ST,BATON ROUGE,70812,621000,,,NO,BATON ROUGE,99927,POINT (-91.129629558225 30.507851825597)
BENNETT & BENNETT ASSOCIATED,7125 JEFFERSON HWY,BATON ROUGE,70806,541000,,,NO,BATON ROUGE,108651,POINT (-91.115708115758 30.434328293201)
CAMEO MODEL MANAGEMENT II,7617 PROXIE DR,BATON ROUGE,70817,815000,,,,PARISH,112466,POINT (-91.020984224619 30.382360594561)
4 B PLASTICS INC,12558 S CHOCTAW DR,BATON ROUGE,70815,339000,,,NO,BATON ROUGE,19154,POINT (-91.04313551488 30.472173411048)
TRANQUIL HEALING,8768 STE 4 QUARTERS LAKE RD,BATON ROUGE,70809,621000,,,NO,PARISH,228804,POINT (-91.093717909702 30.415953216485)
INCHBROOK GROUP HOME,4532 INCHBROOK DR,BATON ROUGE,70816,621000,,,NO,BATON ROUGE,84442,POINT (-91.030781536514 30.413011796654)
BABELLE NOTARY AND TITLE LLC,6755 STE A1 AIRLINE HWY,BATON ROUGE,70805,815000,,,NO,BATON ROUGE,228684,POINT (-91.122049665418 30.490501092195)
GRIFFINS ELECTRICAL LLC,5214 WICKLOW DR,BATON ROUGE,70814,238000,,,NO,PARISH,90904,POINT (-91.035449514195 30.497733823151)
THE MAUGHAN LAW FIRM LLC,634 CONNELL'S PARK LN,BATON ROUGE,70806,541000,,,NO,BATON ROUGE,102971,POINT (-91.096556412601 30.445469403942)
HERTZ EQUIPMENT RENTAL CORP,7250 EXCHEQUER DR,BATON ROUGE,70809,532000,,,NO,PARISH,109743,POINT (-91.05201905501 30.375270667858)
JOSEPH PETITPIERRE HOUSE,5544 HIGHLAND RD,BATON ROUGE,70808,712120,,,NO,BATON ROUGE,94878,POINT (-91.157470077105 30.391580138401)
AMERICAN MOBILE MED OF ACADIAN,2112 BRENTWOOD DR,BATON ROUGE,70809,815000,,,NO,BATON ROUGE,53267,POINT (-91.095911011476 30.430797537236)
LOOK NO MORE JANITORIAL SERVICE LLC,4635 WOODLYN DR,BATON ROUGE,70816,815000,,,NO,BATON ROUGE,85484,POINT (-91.038152441049 30.408846036614)
K & D CONSTRUCTION INC,3238 SHADOW HILL DR,BATON ROUGE,70816,236000,,,NO,PARISH,70555,POINT (-90.990055390831 30.417777766222)
GATE CITY FOOD MART,3840 HIGHWAY 19,ZACHARY,70791,445000,,,YES,ZACHARY,196211,POINT (-91.153053838116 30.641357688811)
BRYDELS MARKETING LLC,549 KENILWORTH PKWY,BATON ROUGE,70808,454100,,,NO,BATON ROUGE,94248,POINT (-91.135095451519 30.383026367969)
LOUISIANA PURCHASE - GMAC REAL ESTATE,9336 INTERLINE AVE,BATON ROUGE,70809,531210,,,NO,BATON ROUGE,124474,POINT (-91.081041728535 30.422152548078)
JULEP STUDIO PHOTOGRAPHY,1636 SAINT ROSE AVE,BATON ROUGE,70808,,,,NO,BATON ROUGE,37142,POINT (-91.161871576788 30.433081675067)
LOUISIANA BOARD OF ETHICS,2415 QUAIL DR,BATON ROUGE,70808,925110,,,NO,BATON ROUGE,59422,POINT (-91.126235491063 30.403304594265)
T'S COUTURE KLOSET,4158 GREENWELL ST,BATON ROUGE,70805,454000,,,NO,BATON ROUGE,80805,POINT (-91.148786683506 30.501505168753)
TRACTION ENGINEERING LLC,3130 BALIS DR,BATON ROUGE,70808,238000,,,NO,BATON ROUGE,234886,POINT (-91.144964732303 30.420369662757)
ROBERT WELLS PAINTING & DRYWALL,1386 SAN JAUQUIN DR,BATON ROUGE,70815,238000,,,NO,BATON ROUGE,25453,POINT (-91.074630358574 30.462230516365)
SUTTONS CAR WASH #2,9362 GREENWELL SPRINGS RD,BATON ROUGE,70814,811000,,,NO,BATON ROUGE,124838,POINT (-91.08553012306 30.484428763159)
A & G BARGAIN,3935 CHOCTAW DR,BATON ROUGE,70805,446120,,,NO,BATON ROUGE,136743,POINT (-91.150812807561 30.471718678615)
SOUTHERN TRUST,1012 STE 21 S ACADIAN THWY,BATON ROUGE,70806,522320,,,NO,BATON ROUGE,1002,POINT (-91.153189790287 30.438856522614)
ACTION DIGITAL VIDEO ARTISTS,1133 S EUGENE ST,BATON ROUGE,70806,815000,,,NO,BATON ROUGE,10466,POINT (-91.159488247771 30.438429924471)
CNP NAIL,443 STE 103 PERKINS RD,BATON ROUGE,70808,812000,,,NO,BATON ROUGE,250142,POINT (-91.144418359244 30.417443001377)
R & J,11154 LAC CYPRESS AVE,BATON ROUGE,70814,812000,,,NO,PARISH,145865,POINT (-91.058443520371 30.491887556682)
CARVER SCIENTIFIC,8000 INNOVATION PARK DR,BATON ROUGE,70820,815000,,,NO,LSU,114737,POINT (-91.139771036995 30.360315470915)
STEP N STYLE,1747 MARSHALL DR,BATON ROUGE,70808,815000,,,NO,BATON ROUGE,42195,POINT (-91.135605691895 30.433214454672)
DANIEL D HOLLIDAY III ATTORNEY AT LAW,5500 BANKERS AVE,BATON ROUGE,70808,541000,,,NO,BATON ROUGE,179411,POINT (-91.133423111571 30.42657728981)
WOODLAWN SWEEPERS,2736 STE B O'NEAL LN,BATON ROUGE,70816,561720,,,NO,BATON ROUGE,135571,POINT (-91.008974631649 30.429564813524)
XCLUSIVITY BY C-LA,11755 SHERBROOK DR,BATON ROUGE,70815,815000,,,NO,BATON ROUGE,13072,POINT (-91.05270442434 30.451560592301)
CUSTOM AUTOMOTIVE,3745 PRESCOTT RD,BATON ROUGE,70805,811000,,,NO,BATON ROUGE,76323,POINT (-91.152578519237 30.487492757716)
TURF TIGER LAWN CARE,5206 WINBOURNE AVE,BATON ROUGE,70805,815000,,,NO,BATON ROUGE,90754,POINT (-91.138594248817 30.478765811869)
ORDER EXPRESS,8146 GREENWELL SPRINGS RD,BATON ROUGE,70814,815000,,,NO,BATON ROUGE,139341,POINT (-91.104247438736 30.47897927596)
SOUTHERN NATIONAL LIFE INSURAN,5525 REITZ AVE,BATON ROUGE,70809,524000,,,NO,PARISH,94614,POINT (-91.080411895871 30.394371399281)
BASKETS EXOTICA,10580 CAMPHOR DR,BATON ROUGE,70807,454000,,,NO,BATON ROUGE,5115,POINT (-91.181917461355 30.54068676976)
ACADIANA FENCE CO.,9241 RATON AVE,BATON ROUGE,70814,237110,,,NO,BATON ROUGE,123625,POINT (-91.085738894345 30.475480505066)
FMOLHS CENTRAL DISTRIBUTION CENTER,12100 STE A LITTLE CAYMAN AVE,BATON ROUGE,70809,454000,,,NO,PARISH,14965,POINT (-91.047072689238 30.38055974751)
RUSSCO CONSTRUCTION INC,9945 MOLLYLEA DR,BATON ROUGE,70815,,,,NO,BATON ROUGE,129555,POINT (-91.076058251036 30.45279258718)
PERFECT BASS,6727 COMPLEX DR,BATON ROUGE,70809,,,,NO,PARISH,105928,POINT (-91.05017784274 30.381314129591)
ST VINCENT DE PAUL SOCIETY OF BR,1466 NORTH ST,BATON ROUGE,70802,493110,,,NO,BATON ROUGE,133016,POINT (-91.174559801848 30.452721422719)
HALE CONSULTING,3445 BON SEJOUR AVE,BATON ROUGE,70820,561000,,,NO,BATON ROUGE,73090,POINT (-91.202643290957 30.38019423512)
JENNIFER S BAHLINGER CPA LLC,3888 S SHERWOOD FOREST BLVD,BATON ROUGE,70816,541000,,,NO,BATON ROUGE,139669,POINT (-91.05216433017 30.418733678269)
US COMPOSITE PIPE SOUTH LLC,18585 SAMUELS RD,ZACHARY,70791,339000,,,NO,PARISH,142768,POINT (-91.244807324353 30.629187807649)
COASTAL TRUCK & TRAILER SERVICES LLC,12616 STONEWAY PL,CENTRAL,70818,,,,NO,CENTRAL,207413,POINT (-91.0453045394 30.546233862609)
KINETIC KONCEPTZ LLC,636 MOUNT PLEASANT-ZACHARY RD,ZACHARY,70791,815000,,,NO,PARISH,142628,POINT (-91.230256696363 30.647000868364)
BEST NAILS SALON,15228 GEORGE O'NEAL RD,BATON ROUGE,70817,812000,,,NO,PARISH,230430,POINT (-91.015229883542 30.40644171869)
J MICHAEL CUTSHAW ATTORNEY,2203 SASSY LN,BATON ROUGE,70808,541000,,,NO,BATON ROUGE,55299,POINT (-91.150236916131 30.418698991879)
BATON ROUGE MILLWORKS INC,11063 CLOVERLAND AVE,BATON ROUGE,70809,453000,,,NO,PARISH,8774,POINT (-91.055991521449 30.39453126903)
FINAL TOUCH TRIM LLC,19170 JEFFERSON HWY,BATON ROUGE,70817,,,,NO,PARISH,143167,POINT (-90.985480950037 30.346092302509)
"FAMILY DENTISTRY, BARKSDALE, DDS",12045 COURSEY BLVD,BATON ROUGE,70816,621210,,,NO,BATON ROUGE,14729,POINT (-91.045745055843 30.411984410858)
ONE STOP GROCERY & DISCOUNT LIQUOR,2601 FLORIDA ST,BATON ROUGE,70802,445110,225-338-1380,,YES,BATON ROUGE,61840,POINT (-91.161627306772 30.450368073826)
I-NOTIFICATION.NET,2025 LIMEWOOD DR,BATON ROUGE,70816,815000,,,NO,BATON ROUGE,51745,POINT (-91.013380445358 30.438667604762)
SILIBI LLC,7350 STE 485 JEFFERSON HWY,BATON ROUGE,70806,453000,,,NO,BATON ROUGE,186843,POINT (-91.112039331969 30.433413892116)
SMALL COFFEE BIG TASTE,5779 HIDDEN RIDGE LN,BATON ROUGE,70816,454000,,,NO,BATON ROUGE,132636,POINT (-91.039493010922 30.398029521249)
GWENS TAX SERVICE,414 N ACADIAN THWY,BATON ROUGE,70806,815000,,,NO,BATON ROUGE,80589,POINT (-91.154575714292 30.45159337528)
RUNNYMEDE HOME ASSOCIATION,10119 OLD HAMMOND HWY,BATON ROUGE,70815,813410,,,NO,BATON ROUGE,133785,POINT (-91.072141522443 30.433404131154)
EXPERIENCE AUDIO/VIDEO,3185 CARMEN DR,BATON ROUGE,70809,454000,,,NO,BATON ROUGE,69850,POINT (-91.08967051943 30.421261600614)
WALGREENS #13875,6485 GROOM RD,BATON ROUGE,70814,446110,,http://walgreens.com/,YES,BAKER,216965,POINT (-91.127290761041 30.580956226056)
LANDMARK REAL ESTATE DEVELOPMENT LLC,13425 QUAIL GROVE AVE,BATON ROUGE,70809,238000,,,NO,PARISH,148582,POINT (-91.041014417903 30.366535564553)
JP & SONS TRUCKING,2826 MADISON AVE,BATON ROUGE,70802,,,,NO,BATON ROUGE,171029,POINT (-91.160339017467 30.467506470733)
SECOND TO NATURE TAXIDERMY SUPPLY CO LLC,13599 BLACKWATER RD,BAKER,70714,,,,NO,CENTRAL,202246,POINT (-91.074691706514 30.581703359692)
BREAUXS AC/HEAT SERV INC,11570 INVESTOR AVE,BATON ROUGE,70809,238000,,,NO,PARISH,11966,POINT (-91.052164180651 30.392267951793)
HANA'S,6401 STE 400 BLUEBONNET BLVD,BATON ROUGE,70836,448000,,,YES,BATON ROUGE,230265,POINT (-91.087849033175 30.388536771475)
EDIT BY LBP,3535 STE 325 PERKINS RD,BATON ROUGE,70808,448000,,,NO,BATON ROUGE,186549,POINT (-91.153451457325 30.422670691645)
INKA'S UNIFORMS,3458 STE E DRUSILLA LN,BATON ROUGE,70809,448190,,,NO,BATON ROUGE,135377,POINT (-91.090375863191 30.420222468162)
LA AUTOMOBILE DEALERS INC,7526 PICARDY AVE,BATON ROUGE,70808,441000,,,NO,BATON ROUGE,111850,POINT (-91.111461768091 30.399984640884)
PHYSICIANS CARE CENTER,4811 NORTH BLVD,BATON ROUGE,70806,621111,,,NO,BATON ROUGE,86917,POINT (-91.140359191034 30.448944720958)
FIERCE DESYNZ LLC,2313 SHADOWBROOK DR,BATON ROUGE,70816,448000,,,NO,BATON ROUGE,57645,POINT (-91.015100309873 30.430850831101)
DRYVIT SYSTEMS,10786 N DUAL ST,BATON ROUGE,70814,444190,,,NO,BATON ROUGE,6936,POINT (-91.064166218351 30.473369190736)
FERRARA FIRE APPARATUS INC,9911 MAMMOTH AVE,BATON ROUGE,70814,453000,,,NO,BATON ROUGE,129205,POINT (-91.076749204143 30.475197875906)
PUPUSENIA MONDRAGON,11535 CATALPA DR,BATON ROUGE,70815,454000,,,NO,BATON ROUGE,11692,POINT (-91.055504794423 30.465792757694)
EMSCO SALES LLC,224 MOUNT PLEASANT-ZACHARY RD,ZACHARY,70791,454000,,,NO,PARISH,56326,POINT (-91.239787242427 30.646277936058)
VINA CLEANERS LLC,4628 PLANK RD,BATON ROUGE,70805,812000,,,NO,BATON ROUGE,139437,POINT (-91.155427724466 30.492118441286)
DUNCANWARE DEVELOPMENT LLC,7232 CONESTOGA DR,GREENWELL SPRINGS,70739,815000,,,NO,CENTRAL,201177,POINT (-91.054726246959 30.517349969376)
L MYERS LOGISTICS LLC,6751 TITIAN AVE,BATON ROUGE,70806,484000,,,NO,BATON ROUGE,106188,POINT (-91.12204434131 30.456274070725)
NATIONAL TANK & EQUIPMENT LLC,250 HIGHLANDIA DR,BATON ROUGE,70810,532000,,,NO,PARISH,60499,POINT (-91.030263067608 30.34333159671)
LOUISIANA DREAM HOME REAL ESTATE,10650 MORNING VIEW CT,BATON ROUGE,70817,531000,,,NO,PARISH,5810,POINT (-90.97655925268 30.399786238147)
BAKER BLVD GROCERY,3308 BAKER BLVD,BAKER,70714,445000,,,YES,BAKER,189285,POINT (-91.162315963794 30.5937542937)
CITYROOTS LLC,1509 STE 106 GOVERNMENT ST,BATON ROUGE,70802,722000,,,YES,BATON ROUGE,239724,POINT (-91.17230156867 30.444029360823)
THE CHILD DEVELOPMENT COOPERATIVE LLC,250 S FOSTER DR,BATON ROUGE,70806,815000,,,NO,BATON ROUGE,60497,POINT (-91.139628129783 30.446698839988)
COAST MACHINERY LLC,10012 UMBEHAGEN LN,BATON ROUGE,70817,441000,,,NO,PARISH,141827,POINT (-91.005700492722 30.360117655327)
THOMAS BOTT,2223 QUAIL RUN DR,BATON ROUGE,70808,815000,,,NO,BATON ROUGE,55859,POINT (-91.126279382859 30.406229561262)
ROBERTSONS AC LLC,14106 POYDRAS AVE,BATON ROUGE,70810,815000,,,NO,PARISH,26294,POINT (-91.060131028507 30.367933207062)
HIGH RISE PRODUCTIONS LLC,8425 KENILWORTH CT,BATON ROUGE,70806,512000,,,NO,BATON ROUGE,117814,POINT (-91.097705483841 30.437322721112)
Q MART,585 N FOSTER DR,BATON ROUGE,70806,453000,,,YES,BATON ROUGE,98023,POINT (-91.139605746115 30.4536196676)
TAKS FOOD MART,5765 PRESCOTT RD,BATON ROUGE,70805,445000,,,YES,BATON ROUGE,97207,POINT (-91.133128774473 30.488008880511)
PARK FOREST SWIM CLUB,10085 GREAT SMOKY AVE,BATON ROUGE,70814,713940,,,NO,BATON ROUGE,741,POINT (-91.072239581327 30.478957674742)
